Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Inactive	52	380.173607261	36.03	38.82	48.35	0	42.59	41.07	36.03	38.82	48.35	12	13	0	0	667.33	482.69	184.64	586.83	80.5	1	1.65	0	2	1	3	0.27	0	2	110.13	0	1	7190	569.82	569.82	182	80.68	80.68	23.22	6	3032	569.82	667.33	482.69	184.64	586.83	80.5	1936	48	5	3.47	3.48
Inactive	53	460.131759702	68.45	44.27	30.21	-1	47.2	47.65	68.45	44.27	30.21	12	15	1	0	659.29	450.88	208.4	521.92	137.37	0	1.11	0	1	0	5	0.17	0	2	135.73	1	3	17763	589.99	589.99	190	114.38	114.38	24.21	5	5838	589.99	660.54	430.26	230.28	526.86	133.68	3515	54	10	1.71	0.38
Inactive	43	322.148141403	30.54	31.74	41.54	1	36.73	34.61	30.54	31.74	41.54	8	10	1	0	502.47	318.3	184.17	434.23	68.24	1	1.4	0	2	1	4	0.25	0	2	90.1	1	1	4131	468.26	468.26	160	37.56	37.56	19.4	3	2086	468.26	491.22	324.8	166.42	447.39	43.84	1240	39	8	2.26	0.6
Inactive	45	319.168462308	33.08	31.71	42.88	1	38.06	35.89	33.08	31.71	42.88	8	10	1	0	516.55	350.43	166.12	476.45	40.11	1	1.41	0	1	1	4	0.3	0	2	90.16	1	2	4026	482.01	482.01	168	50.45	50.45	20.22	3	2169	482.01	502.35	360.03	142.32	457.13	45.22	1228	40	12	1.7	-0.08
Inactive	46	357.147726864	39.3	44.49	32.5	0	41.37	38.76	39.3	44.49	32.5	5	7	0	0	611.97	415.97	196	542.54	69.42	1	1.47	0	2	1	4	0.09	0	2	104.75	0	2	6533	502.87	502.87	158	67.27	67.27	21.13	5	2936	502.87	611.97	415.97	196	542.54	69.42	1772	44	10	3.65	3.67
Inactive	39	308.116092383	30.4	22.15	47.03	0	34.43	33.2	30.4	22.15	47.03	7	9	1	0	536.27	374.21	162.07	445.36	90.92	0	1.19	0	2	0	4	0.17	0	2	80.33	1	1	5322	427.37	427.37	140	63.61	63.61	17.81	3	2396	427.37	536.27	374.21	162.07	445.36	90.92	1316	36	6	2.62	2.62
Inactive	49	408.125611694	32.88	37.98	54.91	-1	41.49	41.92	32.88	37.98	54.91	12	15	1	0	584.86	388.97	195.89	446.49	138.37	0	1.26	0	1	0	4	0.19	0	0	112.43	1	2	10239	543.33	543.33	174	88.6	88.6	22.24	5	3678	543.33	580.98	362.56	218.42	441.86	139.12	2365	44	6	1.71	0.33
Inactive	33	254.116761087	15.29	26.55	41.66	-1	27.85	27.83	15.29	26.55	41.66	5	7	1	0	435.1	287.44	147.67	372.87	62.23	0	1.32	1	2	0	4	0.29	0	2	64.24	0	2	2061	350.7	350.7	126	69.56	69.56	14.96	1	1045	350.7	441.8	271.67	170.13	380.97	60.83	673	30	15	2.18	1.48
Inactive	57	442.167476507	39.83	47.78	51.18	-1	44.74	46.26	39.83	47.78	51.18	20	23	2	0	657.38	475.9	181.48	517.01	140.36	0	1.15	0	1	0	4	0.41	0	0	122.02	2	1	13924	622.31	622.31	214	96.02	96.02	25.26	6	4258	622.31	661.7	455.98	205.71	507.34	154.35	2946	45	5	-0.36	-1.41
Inactive	52	363.194677057	43.47	52.73	27.23	1	42.62	41.14	43.47	52.73	27.23	11	13	1	0	626.52	479.88	146.64	570.46	56.06	0	1.3	0	2	0	4	0.32	0	2	101.87	1	1	8552	563.01	563.01	192	50.03	50.03	23.19	5	3454	563.01	614.75	486.03	128.72	558.83	55.92	1982	44	10	2.05	-0.12
Inactive	51	329.210327121	28.78	41.19	45.35	1	38.93	38.44	28.78	41.19	45.35	14	15	1	0	631.47	483.74	147.73	580.41	51.06	0	1.48	0	1	0	3	0.53	0	2	85.62	1	1	5152	551.24	551.24	192	50.03	50.03	22.26	6	2294	551.24	606.05	483.9	122.15	528.75	77.3	1376	37	14	1.29	-1.13
Inactive	43	286.168127956	24.32	34.65	40	1	33.71	32.99	24.32	34.65	40	11	12	1	0	539.94	397.06	142.88	489.8	50.14	0	1.43	0	1	0	3	0.47	0	2	71.65	1	1	2970	467.14	467.14	162	46.79	46.79	18.89	5	1486	467.14	537.02	427.6	109.42	479.32	57.69	911	31	8	0.5	-1.09
Inactive	29	258.0559907	24.55	20.57	35.6	0	28.17	26.91	24.55	20.57	35.6	3	4	0	0	441.8	248.93	192.87	359.66	82.14	0	1.47	0	2	0	3	0.07	0	2	56.2	0	1	2187	332.83	332.83	100	52.05	52.05	13.32	2	1021	332.83	441.8	248.93	192.87	359.66	82.14	650	24	3	3.05	3.05
Inactive	32	242.116761087	15.64	25.6	37.65	-1	26.82	26.3	15.64	25.6	37.65	4	5	0	0	468.2	300.75	167.45	396.71	71.48	0	1.58	0	1	0	3	0.23	0	2	57.21	0	2	1922	347.47	347.47	114	69.56	69.56	14.5	3	847	347.47	467.67	274.65	193.02	402.67	65	613	25	15	1.64	1.5
Inactive	33	294.091689153	44.84	30.21	14.4	-1	31.97	29.82	44.84	30.21	14.4	2	4	0	0	484.27	304.56	179.71	384.39	99.88	0	1.35	0	2	0	4	0	0	2	77.27	0	2	3954	368.36	368.36	114	69.56	69.56	15.43	2	1631	368.36	491.55	275.9	215.65	392.45	99.1	1085	33	15	2.51	2.42
Inactive	33	262.0872908	32.21	31.3	18.82	0	29.08	27.44	32.21	31.3	18.82	8	9	1	0	422.07	269.95	152.13	364.08	57.99	0	1.67	0	1	0	3	0.36	0	2	58.25	1	1	1658	370.3	370.3	124	40.39	40.39	14.72	2	996	370.3	410.19	260.06	150.13	350.93	59.26	576	27	8	1.49	-0.72
Inactive	36	320.052426	33.41	38.03	21.78	1	32.01	31.07	33.41	38.03	21.78	9	10	1	0	441.7	284.47	157.24	384.01	57.7	0	1.57	0	1	0	3	0.4	0	2	62.68	1	1	2065	403.58	403.58	136	37.56	37.56	15.97	2	1246	403.58	428.85	300.27	128.58	369.76	59.09	680	30	8	2.45	-0.11
Inactive	46	308.173607261	29.8	27.35	44.17	1	32.88	33.77	29.8	27.35	44.17	16	18	2	0	497.68	425.81	71.87	414.34	83.33	0	1.47	0	1	0	3	0.62	0	0	74.36	2	0	4418	491.7	491.7	176	66.6	66.6	20.11	4	1850	491.7	497.35	407.36	89.99	406.98	90.37	1147	32	10	0.5	0.81
Inactive	45	314.163042576	38.3	37.21	28.4	1	35.62	34.64	38.3	37.21	28.4	13	14	1	0	564.28	399.28	165	473.77	90.51	1	1.49	0	1	1	3	0.44	0	2	80.55	1	1	4626	490.03	490.03	168	63.86	63.86	19.85	5	2060	490.03	559.67	412.53	147.14	470.63	89.04	1240	36	8	0.93	-1
Inactive	40	346.106590327	26.22	36.5	43.53	-1	36.41	35.42	26.22	36.5	43.53	6	9	1	0	523.73	342.31	181.42	430.72	93.01	1	1.3	0	2	1	5	0.11	0	2	102.21	1	2	5936	438.35	438.35	146	95.86	95.86	18.48	2	2345	438.35	539.81	327.26	212.55	441.94	97.87	1594	45	19	1.78	1.73
Inactive	44	358.1084202	31.47	37.45	42.74	0	38.13	37.22	31.47	37.45	42.74	10	11	0	0	587.05	374.56	212.5	517.6	69.46	1	1.53	0	1	1	3	0.26	0	2	92.93	0	2	5106	494.39	494.39	156	75.36	75.36	19.76	6	2118	494.39	587.05	374.56	212.5	517.6	69.46	1441	39	6	3.77	3.81
Inactive	47	356.16371128	34.77	38.5	44.73	1	41.72	39.34	34.77	38.5	44.73	5	7	0	0	614.66	436.56	178.1	559.65	55.01	1	1.48	0	1	1	4	0.14	0	2	105.29	0	3	6413	514.7	514.7	164	72.18	72.18	21.44	4	2946	514.7	604.83	440.44	164.39	539.71	65.12	1756	44	16	3.13	2.12
Inactive	49	427.08954	41.98	34.07	50.97	1	43.42	42.34	41.98	34.07	50.97	11	13	1	0	583.82	400.69	183.14	517.86	65.96	0	1.31	0	2	0	4	0.29	0	2	102.54	1	1	8456	550.78	550.78	180	50.03	50.03	21.96	4	3438	550.78	567.03	404.44	162.59	492.62	74.4	1970	46	10	3.8	4.12
Inactive	38	335.063325	34.66	38.4	24.47	1	33.54	32.51	34.66	38.4	24.47	10	11	1	0	477.04	329.74	147.3	414.28	62.76	0	1.47	0	1	0	3	0.4	0	2	67.27	1	1	2584	428.74	428.74	142	40.8	40.8	16.84	2	1447	428.74	469.85	365.92	103.93	400.47	69.38	800	32	14	1.45	-1.12
Inactive	41	310.131742448	25.71	30.18	43.11	0	35.23	33	25.71	30.18	43.11	6	8	0	0	550.25	381.41	168.84	467.39	82.86	0	1.45	0	2	0	3	0.17	0	0	79.16	0	1	5088	455.52	455.52	140	67.37	67.37	18.62	6	1857	455.52	550.25	381.41	168.84	467.39	82.86	1292	32	8	4.21	4.23
Inactive	28	225.090211986	23.86	13.07	35.84	0	26.7	24.26	23.86	13.07	35.84	2	3	0	0	390.64	239.75	150.89	266.12	124.52	0	1.38	0	2	0	3	0	0	2	53.5	0	1	1423	298.65	298.65	94	74.93	74.93	13.04	1	816	298.65	390.64	239.75	150.89	266.12	124.52	499	25	11	2.14	2.15
Inactive	29	237.090211986	34.81	27.56	12.42	0	27.4	24.93	34.81	27.56	12.42	2	3	0	0	426.43	269.9	156.53	363.05	63.38	0	1.52	0	1	0	3	0	0	2	56.66	0	2	2010	319.96	319.96	96	58.04	58.04	13.52	2	1153	319.96	426.43	269.9	156.53	363.05	63.38	627	26	8	3.23	3.24
Inactive	33	288.055322	24.84	26.35	33.23	0	29.81	28.14	24.84	26.35	33.23	8	9	0	0	460.22	328.32	131.9	288.7	171.52	0	1.87	0	2	0	2	0.12	0	0	65.01	0	0	2821	384.24	384.24	110	54.37	54.37	14.92	4	1197	384.24	460.22	328.32	131.9	288.7	171.52	839	30	12	4.63	4.64
Inactive	36	347.039833639	33.6	23.91	47.18	0	35.03	34.9	33.6	23.91	47.18	12	13	0	0	527.85	348.02	179.82	368.02	159.83	0	1.58	0	1	0	2	0	0	0	74.42	0	1	6545	405	405	112	90.46	90.46	16.59	4	1704	405	527.85	348.02	179.82	368.02	159.83	1467	28	37	3.36	3.4
Inactive	33	284.0716407	20.92	29.04	38.5	0	32	29.49	20.92	29.04	38.5	4	5	0	0	459.65	273.43	186.22	397.94	61.72	0	1.39	0	2	0	3	0.06	0	2	66.05	0	1	2824	373.49	373.49	112	45.15	45.15	15.19	3	1432	373.49	459.65	273.43	186.22	397.94	61.72	836	31	8	3.62	3.63
Inactive	46	352.142307132	32.57	36.05	42.47	0	38.9	37.03	32.57	36.05	42.47	10	11	0	0	598.63	444.12	154.51	510.96	87.67	1	1.76	0	2	1	3	0.2	0	2	99.54	0	1	5541	508.04	508.04	158	80.68	80.68	20.72	5	2534	508.04	598.63	444.12	154.51	510.96	87.67	1566	44	5	2.23	2.24
Inactive	51	399.158291548	43.33	49.47	36.71	0	44.88	43.17	43.33	49.47	36.71	8	10	0	0	677.03	433.11	243.92	586.37	90.66	1	1.32	0	2	1	4	0.12	0	2	120.43	0	2	9865	559.98	559.98	176	84.34	84.34	23.29	6	3854	559.98	677.03	433.11	243.92	586.37	90.66	2430	49	9	3.38	3.39
Inactive	43	316.142307132	25.59	30.36	41.73	0	32.06	32.56	25.59	30.36	41.73	17	19	2	0	450.67	314.34	136.32	324.75	125.92	2	1.68	1	2	2	3	0.47	2	0	85.66	1	0	3660	461.04	461.04	164	86.71	86.71	18.98	2	1662	461.04	450.67	314.34	136.32	324.75	125.92	1104	47	4	2.79	2.83
Inactive	37	249.136493476	24.58	22.86	33.57	0	27.28	27	24.58	22.86	33.57	12	13	1	0	487.43	404.54	82.89	386.7	100.73	0	1.55	0	1	0	2	0.5	0	0	53.3	1	0	2557	407.58	407.58	136	38.77	38.77	16.09	5	1035	407.58	487.43	404.54	82.89	386.7	100.73	705	23	6	1.22	1.28
Inactive	30	251.072847845	20.32	24.53	31.49	0	26.6	25.45	20.32	24.53	31.49	11	11	0	0	397.52	266.22	131.3	237.24	160.28	0	2.08	0	1	0	1	0.09	0	0	48	0	0	2079	323.99	323.99	92	73.39	73.39	13.62	4	738	323.99	397.52	266.22	131.3	237.24	160.28	602	21	6	2.06	2.09
Inactive	28	246.06405681	27.8	28.77	14.43	0	25.09	23.67	27.8	28.77	14.43	8	8	0	0	478.6	284.89	193.71	332.62	145.98	0	1.92	0	1	0	2	0.17	0	2	56.86	0	1	1687	336.15	336.15	94	82.33	82.33	12.62	4	984	336.15	478.6	284.89	193.71	332.62	145.98	585	27	2	2.38	2.38
Inactive	36	325.044250315	42.61	32.51	23.16	-1	32.82	32.76	42.61	32.51	23.16	16	17	1	0	494.81	345.93	148.88	382.24	112.57	1	1.92	0	0	1	2	0.36	0	0	71.19	1	1	3071	404.41	404.41	126	73.58	73.58	16	4	1067	404.41	491.35	324.98	166.37	386.61	104.74	921	31	2	0.24	-0.37
Inactive	22	330.95662	32.35	25.99	13.42	-1	23.89	23.92	32.35	25.99	13.42	5	6	0	0	377.11	173.78	203.33	185.5	191.62	0	1.62	0	1	0	2	0	0	0	46.8	0	1	1302	268.41	268.41	68	100.89	100.89	10.31	2	620	268.41	376.76	128.71	248.05	185.18	191.57	449	20	13	-0.1	0.02
Inactive	28	261.023317	24.21	31.69	15.28	1	22.11	23.73	24.21	31.69	15.28	9	9	0	0	464.12	394.2	69.92	397.05	67.07	0	2.68	0	0	0	1	0.56	0	0	38.87	0	1	708	335.45	335.45	98	35.11	35.11	12.03	3	324	335.45	464.12	394.2	69.92	397.05	67.07	288	22	1	-2.94	-2.94
Inactive	39	362.068490741	27.8	32.28	42.3	-2	33.76	34.13	27.8	32.28	42.3	13	14	0	0	608.99	385.19	223.8	377.79	231.21	0	1.59	0	1	0	2	0.07	0	0	86.21	0	1	8083	451.13	451.13	126	138.38	138.38	17.71	5	2464	451.13	611.03	332.48	278.55	379.5	231.53	1768	34	4	-3.02	-3.7
Inactive	34	359.0030495	36.4	31.18	25.85	-1	31.74	31.14	36.4	31.18	25.85	11	12	0	0	529.69	294.52	235.17	293.82	235.87	0	1.99	0	2	0	2	0.07	0	0	80.97	0	0	4325	429.93	429.93	112	95.53	95.53	15.39	4	1760	429.93	526.72	270.02	256.69	307.78	218.93	1202	37	4	-0.43	-0.82
Inactive	33	329.019178381	33.4	31.22	23.75	-2	29.29	29.46	33.4	31.22	23.75	10	11	0	0	544.09	320.44	223.65	346.85	197.25	0	1.89	0	1	0	2	0.15	0	0	70.81	0	1	3131	405.59	405.59	112	83.5	83.5	14.83	4	1230	405.59	551.37	279.03	272.33	361.53	189.84	931	31	4	-0.22	-1.17
Inactive	37	346.047086593	38.35	32.88	22.61	0	29.62	31.28	38.35	32.88	22.61	18	19	1	0	567.58	320.87	246.72	271.28	296.3	1	1.71	0	0	1	2	0.5	0	0	77.34	1	1	5758	462.02	462.02	136	145.82	145.82	16.2	6	1533	462.02	567.58	320.87	246.72	271.28	296.3	1374	30	2	-0.98	-0.98
Inactive	40	367.041921	43.39	36.94	22.34	-1	33	34.22	43.39	36.94	22.34	16	17	1	0	533.39	358.87	174.53	378.86	154.53	0	1.59	0	1	0	2	0.38	0	0	72.4	1	0	4749	444.05	444.05	142	69.67	69.67	17.7	4	1711	444.05	529.27	332.29	196.98	383.97	145.3	1194	32	2	-0.41	-1.07
Inactive	54	397.167142155	39.35	37.31	44.54	0	40.82	40.4	39.35	37.31	44.54	21	23	2	0	611.66	445.25	166.41	559.76	51.9	0	1.27	0	1	0	3	0.61	0	0	95.52	2	0	11485	610.39	610.39	208	79.39	79.39	23.36	7	3254	610.39	611.66	445.25	166.41	559.76	51.9	2282	36	3	-0.1	-0.01
Inactive	32	273.091354801	27.46	35.4	16.89	0	25.92	26.58	27.46	35.4	16.89	8	10	1	0	414.15	263.3	150.85	275.68	138.48	0	1.44	1	2	0	3	0.21	0	0	66.82	0	1	2626	338.2	338.2	116	70.56	70.56	14.42	2	1231	338.2	414.15	263.3	150.85	275.68	138.48	809	30	11	1.61	1.73
Inactive	35	328.063011436	33.82	42.29	23.89	0	34.14	33.33	33.82	42.29	23.89	7	9	0	0	567.38	335.8	231.59	367.01	200.38	0	1.3	0	1	0	3	0	0	0	77.06	0	2	6074	403.36	403.36	114	100.12	100.12	16.2	5	1786	403.36	567.38	335.8	231.59	367.01	200.38	1407	30	3	3.04	3.04
Inactive	38	317.112403983	28.35	26.4	38.31	0	29.98	31.02	28.35	26.4	38.31	12	14	1	0	538.37	343.54	194.83	336.77	201.61	0	1.5	0	1	0	3	0.36	0	0	80.65	1	1	4638	436.23	436.23	138	103.39	103.39	16.94	5	1912	436.23	538.37	343.54	194.83	336.77	201.61	1241	35	1	2.65	2.65
Inactive	45	292.189926029	25.18	29.38	44.57	1	30.98	33.04	25.18	29.38	44.57	16	18	2	0	527.61	399.33	128.28	444.73	82.88	0	1.27	2	2	0	3	0.8	0	0	68.37	0	1	3722	483.6	483.6	180	61.45	61.45	19.37	7	1261	483.6	524.22	414.72	109.5	409.95	114.27	1014	27	2	2.06	-0.94
Inactive	33	298.086603773	15.24	31.38	39.94	0	29.6	28.85	15.24	31.38	39.94	6	7	0	0	462.84	267.94	194.9	317.28	145.56	0	1.56	0	1	0	3	0.07	0	2	76.33	0	2	3833	358.57	358.57	112	83.45	83.45	15.11	2	1816	358.57	462.84	267.94	194.9	317.28	145.56	1077	35	17	1.65	1.78
Inactive	32	277.086269421	26.92	38.87	15.11	0	25.54	26.96	26.92	38.87	15.11	9	10	0	0	464.83	287.06	177.77	319.49	145.34	0	1.66	0	0	0	2	0.15	0	0	62.26	0	2	3620	338.55	338.55	106	83.7	83.7	14.45	4	1195	338.55	464.83	287.06	177.77	319.49	145.34	942	25	13	0.89	1.01
Inactive	48	426.088557482	42.28	47.31	34.26	0	43.63	41.28	42.28	47.31	34.26	14	16	1	0	596.77	384.78	211.99	440.78	155.99	0	1.37	1	3	0	4	0.24	0	2	124.85	0	1	9137	566.57	566.57	178	116.47	116.47	21.55	6	3474	566.57	596.77	384.78	211.99	440.78	155.99	2318	56	1	4.23	4.23
Inactive	40	370.062342733	52.04	37	23.27	0	37.13	37.44	52.04	37	23.27	10	12	0	0	603.93	384.98	218.94	456.45	147.47	0	1.56	0	1	0	3	0.11	0	0	94.89	0	2	7155	477.23	477.23	134	94.94	94.94	18.22	7	2180	477.23	603.93	384.98	218.94	456.45	147.47	1765	37	1	4.89	4.89
Inactive	55	470.126005618	46.75	31.21	66.85	0	46.49	48.27	46.75	31.21	66.85	16	19	1	0	751.24	462.77	288.47	574.58	176.66	0	1.15	0	2	0	4	0.23	0	0	131.57	1	1	20780	622.17	622.17	198	126.4	126.4	24.58	5	5433	622.17	751.24	462.77	288.47	574.58	176.66	3790	53	12	1.47	1.47
Inactive	28	301.0088036	27.02	38.01	16.76	0	25.91	27.27	27.02	38.01	16.76	8	9	0	0	435.22	227.22	208	282.87	152.34	0	1.5	0	0	0	2	0.18	0	0	58.08	0	2	2939	330.25	330.25	94	70.56	70.56	12.66	4	1031	330.25	435.22	227.22	208	282.87	152.34	805	23	12	1.54	1.67
Inactive	40	277.147807051	32.5	28.74	24.59	0	29.22	28.61	32.5	28.74	24.59	14	16	2	0	436.29	322.3	114	318.85	117.45	0	1.32	1	2	0	3	0.56	0	0	64.77	1	0	3128	435.04	435.04	158	29.54	29.54	17.41	4	1327	435.04	436.29	322.3	114	318.85	117.45	877	29	6	2.26	2.42
Inactive	40	298.131742448	25.07	30.52	38.79	0	32.07	31.46	25.07	30.52	38.79	13	15	2	0	457.32	299.04	158.28	391.79	65.53	1	1.47	1	2	1	4	0.47	0	2	79.39	1	1	3321	426	426	160	63.41	63.41	17.68	2	1520	426	457.32	299.04	158.28	391.79	65.53	1002	36	1	2.59	2.59
Inactive	32	303.065533977	40.34	29.12	15.55	0	28.22	28.34	40.34	29.12	15.55	7	8	0	0	471.94	279.14	192.8	309.76	162.19	0	1.55	0	1	0	3	0.07	0	2	76	0	2	3924	355.36	355.36	108	92.93	92.93	14.67	3	1576	355.36	471.94	279.14	192.8	309.76	162.19	1089	34	13	0.52	0.65
Inactive	34	262.099379691	25.35	22.82	40.49	0	29.83	29.55	25.35	22.82	40.49	8	9	0	0	531.92	354.38	177.55	349.01	182.91	0	1.66	0	2	0	2	0.11	0	0	62.47	0	0	3624	379.98	379.98	112	34.14	34.14	15.33	4	1324	379.98	531.92	354.38	177.55	349.01	182.91	940	27	1	4.75	4.75
Inactive	32	309.072511063	27.51	36.08	16.09	0	25.88	26.56	27.51	36.08	16.09	10	12	1	0	433.16	254.28	178.88	250.31	182.85	2	1.5	1	2	2	3	0.21	0	0	74.64	0	1	4209	350.17	350.17	116	70.56	70.56	14.49	3	1560	350.17	433.16	254.28	178.88	250.31	182.85	1128	33	12	1.23	1.36
Inactive	23	212.043321366	24.61	19.76	12.01	0	17.7	18.8	24.61	19.76	12.01	10	11	1	0	400.63	244.91	155.72	218	182.63	0	1.72	0	0	0	2	0.38	0	0	42.67	1	1	1062	277.8	277.8	82	85.82	85.82	10.25	2	447	277.8	400.63	244.91	155.72	218	182.63	376	18	1	0.4	0.4
Inactive	43	347.149458195	33.98	26.77	47.66	0	36.79	36.14	33.98	26.77	47.66	9	12	1	0	578.84	379.4	199.45	483.47	95.37	0	0.98	0	2	0	4	0.17	0	0	92.18	1	1	9738	470.31	470.31	152	88.3	88.3	19.63	4	2840	470.31	578.84	379.4	199.45	483.47	95.37	2017	34	4	1.92	1.93
Inactive	41	293.164045632	48.06	32.64	19.43	0	33.04	33.38	48.06	32.64	19.43	10	12	1	0	524.3	374.47	149.83	468.97	55.33	0	1.46	0	1	0	3	0.24	0	0	75.01	1	1	4461	435.12	435.12	144	52.22	52.22	18.42	3	1553	435.12	534.83	412.56	122.27	454.1	80.73	1151	35	17	2.51	2.63
Inactive	43	400.066382739	44.2	44.01	28.11	0	41.98	38.77	44.2	44.01	28.11	8	9	0	0	538.34	358.93	179.41	453.39	84.96	0	1.29	0	2	0	4	0.17	0	3	101.64	0	2	8584	520.76	520.76	154	86.45	86.45	19.46	6	3023	520.76	538.34	358.93	179.41	453.39	84.96	1993	41	2	4.2	4.2
Inactive	32	253.088497909	18.65	24.67	35.63	0	25.97	26.32	18.65	24.67	35.63	11	12	1	0	472.97	327.13	145.84	332.5	140.48	0	1.89	0	1	0	2	0.36	0	0	51.79	1	0	1570	365.95	365.95	116	75.76	75.76	14.05	1	709	365.95	472.97	327.13	145.84	332.5	140.48	524	23	3	0.12	0.12
Inactive	40	357.089560537	50.29	35.44	22.46	0	36.94	36.06	50.29	35.44	22.46	8	10	0	0	576.55	342.2	234.35	402.74	173.81	0	1.28	0	2	0	3	0.06	0	0	88.8	0	1	7311	468.21	468.21	136	116.84	116.84	18.19	4	2478	468.21	576.55	342.2	234.35	402.74	173.81	1687	37	14	1.85	1.85
Inactive	52	486.115104152	32.83	43.13	61.28	0	43.84	45.75	32.83	43.13	61.28	15	18	1	0	719.72	422.66	297.07	455.27	264.46	0	1.06	0	2	0	5	0.17	0	2	146.46	1	2	20972	597.28	597.28	188	107.62	107.62	23.61	7	5410	597.28	719.72	422.66	297.07	455.27	264.46	4111	53	4	3.43	3.44
Inactive	41	371.0416635	37.8	46.79	27.33	0	35.97	37.3	37.8	46.79	27.33	13	16	2	0	570.7	379.5	191.2	507.63	63.08	2	1.33	2	2	2	4	0.5	0	0	81.74	0	2	4343	495.06	495.06	166	50.52	50.52	18	5	1360	495.06	570.7	379.5	191.2	507.63	63.08	1205	33	1	3.9	3.9
Inactive	53	393.196488576	41.47	34.54	45.58	0	40.34	40.53	41.47	34.54	45.58	18	22	3	0	506.5	328.47	178.04	394.34	112.16	0	1.2	3	4	0	5	0.55	3	0	117.81	0	1	8293	553.18	553.18	216	74.81	74.81	23.4	5	3420	553.18	506.5	328.47	178.04	394.34	112.16	2147	46	1	3.18	3.18
Inactive	28	290.014347166	17.28	25.09	36.49	0	25.3	26.29	17.28	25.09	36.49	18	19	2	0	419.18	235.1	184.08	213.91	205.27	2	1.5	0	0	2	2	0.5	0	0	53.2	2	0	2651	330.34	330.34	100	116.4	116.4	12.48	5	805	330.34	419.18	235.1	184.08	213.91	205.27	719	21	199	-2	-1.98
Inactive	45	392.099477132	38.07	31.18	48.28	0	40.11	39.18	38.07	31.18	48.28	11	15	2	0	495.77	321.89	173.88	348.89	146.87	1	1.26	0	2	1	5	0.18	0	0	113.98	2	1	6948	505.25	505.25	170	40.62	40.62	20.43	3	3015	505.25	495.77	321.89	173.88	348.89	146.87	1889	49	2	4.54	4.55
Inactive	40	303.125928791	31.83	21.2	49.87	0	35.83	34.3	31.83	21.2	49.87	6	8	0	0	558.19	440.45	117.74	478.29	79.89	0	1.33	0	2	0	3	0.1	0	0	77.94	0	1	5796	438.11	438.11	136	43.1	43.1	18.16	4	1973	438.11	558.19	440.45	117.74	478.29	79.89	1373	33	2	4.23	4.23
Inactive	50	365.173941613	37.82	32.03	46.93	0	40.25	38.93	37.82	32.03	46.93	17	19	2	0	537.26	358.4	178.86	471.29	65.98	0	1.34	1	3	2	4	0.38	0	2	103.54	1	0	7965	533.92	533.92	192	78.51	78.51	22.17	3	2911	533.92	537.26	358.4	178.86	471.29	65.98	1919	46	7	3.1	3.1
Inactive	46	410.098351572	38.68	34.89	51.57	0	43.59	41.71	38.68	34.89	51.57	8	11	1	0	555.69	375.23	180.46	475.83	79.86	1	1.14	0	1	1	5	0.32	0	2	109.64	1	3	8659	528.13	528.13	172	78.61	78.61	20.83	5	2899	528.13	555.69	375.23	180.46	475.83	79.86	2085	42	1	4.72	4.72
Inactive	37	369.0451089	35.47	43.56	24.86	0	39.31	34.63	35.47	43.56	24.86	4	6	0	0	435.45	248.13	187.32	406.61	28.83	0	1.25	0	2	0	4	0.06	0	2	93.36	0	2	5539	446.72	446.72	126	65.72	65.72	17.15	4	2362	446.72	435.45	248.13	187.32	406.61	28.83	1487	40	2	4.49	4.49
Inactive	55	462.136176378	48.03	31.9	68.06	0	49.61	49.33	48.03	31.9	68.06	12	15	1	0	710.58	485.31	225.27	547.59	162.99	0	1.04	0	3	0	5	0.21	0	2	133.64	1	1	20236	624.7	624.7	204	105.4	105.4	24.83	4	5828	624.7	710.58	485.31	225.27	547.59	162.99	3725	54	2	3	3.21
Inactive	53	379.200825065	42.26	44.76	34.48	1	43.17	40.5	42.26	44.76	34.48	12	14	1	0	610.12	480.1	130.01	546.35	63.77	0	1.28	0	1	0	4	0.38	0	2	106.62	1	2	9531	587.26	587.26	196	64.81	64.81	23.49	6	3687	587.26	601.11	458.27	142.84	528.42	72.69	2183	42	8	0.92	-1.97
Inactive	23	200.081044282	25.2	23.47	10.16	0	21.58	19.61	25.2	23.47	10.16	2	2	0	0	337.56	207.65	129.91	220.58	116.98	0	1.7	0	1	0	3	0	0	3	45.88	0	2	758	249.14	249.14	78	81.13	81.13	10.75	1	632	249.14	337.56	207.65	129.91	220.58	116.98	321	24	7	0.67	0.67
